OBJECTID;ARRDT;BOIS;TYPE_VOIE;NOM_VOIE;STATUT;TYPOLOGIE;SENS_VELO;TYPOLOGIE_SIMPLE;SHAPE.LEN;geo_shape;geo_point_2d
195;13;NON;RUE DE;TOLBIAC;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3593408350219485, 48.82618664408218], [2.358809693522535, 48.826194560006094], [2.3578875897558302, 48.82621057108161], [2.3575292537621766, 48.826216576802445]]}";48.8262012355, 2.35843503842
196;13;NON;RUE DE;TOLBIAC;VOIE 30;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.357027070988771, 48.82614656980969], [2.355334714147105, 48.82605298293486]]}";48.8260997764, 2.35618089257
203;13;NON;AVENUE DE LA;PORTE D ITALIE;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.359877156948175, 48.81819080347861], [2.359694295526911, 48.81874498057863]]}";48.818467892, 2.35978572624
212;13;NON;AVENUE DES;GOBELINS;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.353094437353214, 48.83512296979968], [2.352649058622108, 48.83577303240809]]}";48.8354480011, 2.35287174799
221;13;NON;AVENUE DES;GOBELINS;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3547437647915195, 48.832511160737305], [2.3548280094197978, 48.83238872775169]]}";48.8324499442, 2.35478588711
225;13;NON;BOULEVARD DE L;HOPITAL;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3568873369806886, 48.83346942632505], [2.357660484782927, 48.83450778442834]]}";48.8339886054, 2.35727391088
229;13;NON;BOULEVARD DE L;HOPITAL;VOIE 50;BANDE CYCLABLE DECALEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3593710156245353, 48.8368128003251], [2.3599086926016692, 48.83754344213377], [2.360410473337864, 48.83821459130749], [2.3606109999990617, 48.838488842494044], [2.3606487659356947, 48.838541710089295]]}";48.8376771953, 2.36000998334
237;13;NON;BOULEVARD;SAINT MARCEL;VOIE 50;COULOIR BUS PROTEGE BIDIRECTIONNEL;CONTRESENS;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3554234217909107, 48.837903719193186], [2.3556912893825492, 48.8379870869018]]}";48.837945403, 2.35555735559
242;13;NON;BOULEVARD;SAINT MARCEL;VOIE 50;COULOIR BUS PROTEGE BIDIRECTIONNEL;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.357960648232561, 48.83868491922214], [2.3593234816953745, 48.83911745323955], [2.3604046287503677, 48.83946146972407], [2.3605385823896676, 48.839502172792], [2.360595638858611, 48.83951657008741], [2.3606535212968462, 48.839527169432074], [2.360696786634566, 48.83953090300533], [2.3607396334379525, 48.8395379726911], [2.3607818048569453, 48.83954833610933], [2.361357297880141, 48.8397289128214]]}";48.8392166284, 2.35965657706
249;13;NON;BOULEVARD DE L;HOPITAL;VOIE 50;COULOIR BUS PROTEGE BIDIRECTIONNEL;CONTRESENS;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.362138510604959, 48.84024384039342], [2.362549821496234, 48.84080224046273]]}";48.8405230404, 2.36234416605
262;13;NON;PLACE;VALHUBERT;VOIE 50;COULOIR BUS PROTEGE BIDIRECTIONNEL;CONTRESENS;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3650950227068575, 48.84421884120772], [2.365097866644475, 48.84424562361862], [2.3651049519325125, 48.84427160792557], [2.3651160966391047, 48.84429612691881], [2.36513101459702, 48.84431855101403], [2.3651493227516953, 48.84433830441847], [2.3651705509970857, 48.84435487991581], [2.365194154246772, 48.844367851890176]]}";48.8443026343, 2.36513062743
273;5;NON;PLACE;VALHUBERT;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.364657140042066, 48.844474393318585], [2.3646294991138084, 48.844526418000406], [2.364622225547973, 48.844532095245434], [2.3646141778056164, 48.84453660852739], [2.364605540609941, 48.844539854251025], [2.3645403194437034, 48.84456663482365], [2.3645016989624086, 48.84458603244982], [2.3644652395750683, 48.84460923853849], [2.3644313155694903, 48.84463601485866], [2.3643634523337855, 48.844702044046564], [2.364304249727482, 48.84476740534514], [2.364285583290694, 48.84479281439594], [2.364271067788398, 48.844820802892116], [2.3642610519789984, 48.8448506983648]]}";48.8446476944, 2.3644461364
392;13;NON;QUAI;PANHARD ET LEVASSOR;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.381605328297611, 48.83062244068977], [2.381658952923293, 48.83057951000735]]}";48.8306009753, 2.38163214061
399;13;NON;PONT DE;TOLBIAC;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3798977597247943, 48.83235985103382], [2.3809525137814895, 48.832938911971944]]}";48.8326493815, 2.38042513675
409;13;NON;QUAI;PANHARD ET LEVASSOR;VOIE 50;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3838353883769097, 48.82886616425284], [2.383895233244347, 48.82882391292756]]}";48.8288450386, 2.38386531081
421;13;NON;AVENUE DE;FRANCE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.371560073101081, 48.8360714937486], [2.3724940664989465, 48.835084398789746]]}";48.8355779463, 2.3720270698
423;13;NON;AVENUE DE;FRANCE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.372208906931557, 48.835506372250606], [2.3725780204542195, 48.835117106295165]]}";48.8353117393, 2.37239346369
425;13;NON;AVENUE DE;FRANCE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.372763124391979, 48.834921761845926], [2.37310813197715, 48.83455806714379]]}";48.8347399145, 2.37293562818
428;1;NON;PONT AU;CHANGE;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3469484231477273, 48.85715153841768], [2.346950585811252, 48.85714314738421], [2.346951464247772, 48.85713452677485], [2.346951038546271, 48.85712587198805], [2.3469493183558816, 48.857117379196914], [2.3469463426671773, 48.85710924090268], [2.3469421789283955, 48.85710164157141], [2.346439383849495, 48.85629353690403]]}";48.8567197864, 2.3467041569
432;4;NON;PLACE DU;CHATELET;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.34779326226424, 48.857587399902215], [2.3475908974635997, 48.857225354284]]}";48.8574063771, 2.34769207986
437;1;NON;QUAI DE LA;MEGISSERIE;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3456155809506622, 48.85759919984728], [2.345266749461426, 48.85769204695139]]}";48.8576456234, 2.34544116521
443;1;NON;RUE;JEAN LANTIER;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3471285713194465, 48.85831812562385], [2.3461096863121957, 48.8585924038923]]}";48.8584552648, 2.34661912882
446;1;NON;RUE DES;ORFEVRES;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3453802199254583, 48.858770691059426], [2.3453220105799786, 48.85867807531318], [2.3453065613053097, 48.8586261980548], [2.345153972049515, 48.8583564392761], [2.345094659677108, 48.85827158625729]]}";48.8585187786, 2.34524204986
447;1;NON;RUE;JEAN LANTIER;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3459390287208266, 48.8586667083228], [2.3461096863121957, 48.8585924038923]]}";48.8586295561, 2.34602435752
449;1;NON;RUE;EDOUARD COLONNE;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.34559980321083, 48.8580333142043], [2.3454555529054044, 48.85779894638109]]}";48.8579161303, 2.34552767806
8495;19;NON;QUAI DE;METZ;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3869174087839875, 48.89067013600588], [2.3867507606938045, 48.89093422042613], [2.3867288197784116, 48.89095885439727], [2.3862389687101895, 48.891429443792084]]}";48.8910667062, 2.38659886947
6682;17;NON;RUE;LEMERCIER;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3194464132411006, 48.88908388808511], [2.318844190650926, 48.889407999446]]}";48.8892459438, 2.31914530195
6692;17;NON;RUE;NOLLET;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.317856521127868, 48.88898976080283], [2.31745207727352, 48.88922604877565], [2.316798660789698, 48.88960859579111]]}";48.8892990641, 2.31732752416
6702;17;NON;RUE;BRIDAINE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3198709553032004, 48.88566910837262], [2.3207034835934497, 48.88624769836075]]}";48.8859584034, 2.32028721945
6704;17;NON;RUE;LEGENDRE;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3128275279194894, 48.88331726401629], [2.3135098189786065, 48.88371831819622]]}";48.8835177911, 2.31316867345
6707;17;NON;RUE;LEGENDRE;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314628397031411, 48.88437321951019], [2.3154187430665067, 48.88484034541246]]}";48.8846067825, 2.31502357005
6709;17;NON;RUE;LEGENDRE;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3155559382198962, 48.884919822045624], [2.3161176991326458, 48.885248060577474]]}";48.8850839413, 2.31583681868
6713;17;NON;RUE;LEGENDRE;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3167169834217605, 48.885598216551884], [2.316937934647571, 48.88572711218024], [2.316943940865667, 48.88573061734825]]}";48.8856644165, 2.31683046243
6726;17;NON;PASSAGE;LEGENDRE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3267638232199266, 48.89166658762219], [2.326283100569367, 48.891887747204166]]}";48.8917771674, 2.32652346189
6727;17;NON;RUE DU;CAPITAINE LAGACHE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.326056460416726, 48.891947842947474], [2.326034050781561, 48.89195312847556], [2.3249295756252057, 48.89231374180365]]}";48.8921298801, 2.32549276199
6731;17;NON;RUE;SAINT JEAN;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.323821043474852, 48.889031366572944], [2.324509510824562, 48.888738021362634], [2.3245269449771566, 48.88873127683053], [2.3245430949682224, 48.88872186321388], [2.3245575553322486, 48.88871001685317], [2.324569963023903, 48.88869603516594], [2.324574367689992, 48.88868941263898], [2.3245776944012357, 48.88868218824012], [2.32457986299989, 48.88867453604262], [2.3245808212331545, 48.88866664042766], [2.3245805460122146, 48.88865869164158], [2.324579043968572, 48.888650881211916], [2.324576351294255, 48.88864339733246], [2.32457108562791, 48.88863632004355], [2.324564952446305, 48.88862997974831], [2.3245580538762396, 48.88862448202229], [2.3242684894515886, 48.88840556850211]]}";48.888754526, 2.32428497076
6734;17;NON;RUE;DAUTANCOURT;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.323425073010403, 48.88888500816786], [2.3239842695492166, 48.889305892876024], [2.3244730028380594, 48.88967459081452], [2.3258741908515637, 48.89072269076487]]}";48.8898048347, 2.32464889236
6741;17;NON;RUE;GAUTHEY;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.320433306395878, 48.89161679093943], [2.320436047671683, 48.89162362721941], [2.3204396937304215, 48.89163002687352], [2.3204441767394695, 48.89163587084023], [2.3219908603381993, 48.893514554254935], [2.322113772869987, 48.8936618652034]]}";48.8926407063, 2.32127151058
6743;17;NON;RUE;GAUTHEY;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3203222925579317, 48.891483483479014], [2.320365504128231, 48.891492178629434], [2.3203814846663944, 48.89149623001815], [2.3203966455327123, 48.891502706088176], [2.3204106213073628, 48.891511450747885], [2.3204230751345905, 48.891522253226206], [2.3204337068418828, 48.89153485315282], [2.3204422601749797, 48.891548946833794], [2.3204440838993907, 48.891556106285826], [2.3204448932214037, 48.8915634499036], [2.3204446723807877, 48.8915708346821], [2.320443425678054, 48.891578116814784], [2.32044117739071, 48.89158515449395], [2.320435701863217, 48.891598682423414], [2.320432272691246, 48.8916128678757], [2.320433306395878, 48.89161679093943]]}";48.8915316421, 2.32040538669
6778;17;NON;RUE;NAVIER;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3281314445627235, 48.895571656622316], [2.3275469948863785, 48.89557896123068], [2.3274528016597538, 48.89557984361088], [2.3273799936068817, 48.89558225736381], [2.327224727708965, 48.89558844185871], [2.326986958294967, 48.89560192485045], [2.326766971846279, 48.895614096010036]]}";48.8955857835, 2.32744897013
6794;17;NON;RUE;COLLETTE;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.327367265511407, 48.89343403962047], [2.3257096482839414, 48.8938439569999]]}";48.8936389983, 2.3265384569
6804;17;NON;RUE DE LA;JONQUIERE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.319137015030805, 48.89464904285911], [2.3185798268827846, 48.89478218345719]]}";48.8947156132, 2.31885842096
6821;18;NON;RUE;CAPRON;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3269140055679296, 48.88497320754653], [2.3277603575481867, 48.88517193943641], [2.327780333800194, 48.88517687669115], [2.3277995057553578, 48.885184350864265], [2.32781755271611, 48.885194236932044], [2.3287697765797306, 48.88574964765878]]}";48.8852923807, 2.32786943609
6848;18;NON;RUE;DAMREMONT;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332530250315235, 48.887251925523856], [2.332524694422864, 48.88722367917352], [2.332550728009587, 48.8872116341013], [2.3324928654484482, 48.88691874679957]]}";48.8870914321, 2.33252353791
6850;18;NON;RUE;DAMREMONT;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3326272376614967, 48.887744046924574], [2.332618078217518, 48.88769766354578]]}";48.8877208552, 2.33262265794
6853;18;NON;RUE;TOURLAQUE;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332656134959935, 48.8880257137221], [2.331987000211173, 48.88850308845926]]}";48.8882644011, 2.33232156759
6856;18;NON;RUE;ORDENER;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3330200936735883, 48.89405861831429], [2.335962834439092, 48.89365212477862]]}";48.8938553715, 2.33449146406
6861;18;NON;RUE;ORDENER;VOIE 30;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.341257229637753, 48.89292029991225], [2.341775384530807, 48.89284896090167]]}";48.8928846304, 2.34151630708
6869;18;NON;BOULEVARD;BARBES;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3496910079616375, 48.891712971670216], [2.349729077597083, 48.89160783935416]]}";48.8916604055, 2.34971004278
6871;18;NON;BOULEVARD;ORNANO;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3496910079616375, 48.891712971670216], [2.349582387455056, 48.89185605393968]]}";48.8917845128, 2.34963669771
6878;18;NON;BOULEVARD;ORNANO;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3461850059183442, 48.89592300012949], [2.3463055736808927, 48.895779167188856]]}";48.8958510837, 2.3462452898
6880;18;NON;BOULEVARD;ORNANO;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.345062676861741, 48.897257193606926], [2.344943740006046, 48.89739944417914]]}";48.8973283189, 2.34500320843
6881;18;NON;BOULEVARD;ORNANO;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344943740006046, 48.89739944417914], [2.3447863066528867, 48.897637408864]]}";48.8975184265, 2.34486502333
6884;18;NON;BOULEVARD;ORNANO;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344550238076767, 48.89792259960776], [2.344453614747256, 48.898034386704516]]}";48.8979784932, 2.34450192641
6886;18;NON;AVENUE DE LA;PORTE DE CLIGNANCOURT;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3442461895581563, 48.89973302056773], [2.3442413428133198, 48.90032681780488]]}";48.9000299192, 2.34424376619
6890;18;NON;AVENUE DE LA;PORTE DE CLIGNANCOURT;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.343921090917882, 48.901135130158615], [2.343935369877433, 48.90078749901369]]}";48.9009613146, 2.3439282304
6894;18;NON;AVENUE DE LA;PORTE DE CLIGNANCOURT;VOIE 50;CONTINUITE MIXTE;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344017845791685, 48.89940401049342], [2.3440159968980723, 48.899398689166155], [2.344013259144222, 48.89939376578974], [2.3440097143512686, 48.89938938750532], [2.344005468459703, 48.899385685163324], [2.344000648363211, 48.899382769412775], [2.3439953981162955, 48.89938072739446], [2.3439898746290346, 48.89937962013661], [2.3439055266348157, 48.89934093797147], [2.343890491963307, 48.899335855514096], [2.3438748348063028, 48.89933326203092], [2.3438589643503778, 48.89933322530046], [2.343761808494322, 48.899332765061565]]}";48.8993505183, 2.34389668198
6942;18;NON;BOULEVARD;BARBES;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349654309754648, 48.885608009735776], [2.349671486064715, 48.886281085970545], [2.3496782914710135, 48.88654241959627]]}";48.8860752159, 2.34966625152
6944;18;NON;BOULEVARD;BARBES;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349734780655351, 48.89048684828154], [2.349734813573201, 48.890492021653635], [2.349735486185355, 48.89054463366533]]}";48.8905157411, 2.3497351183
6947;18;NON;BOULEVARD;BARBES;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3497123949311147, 48.88837811028264], [2.3497167585317493, 48.88876827515392], [2.3497237253251226, 48.88934236559654], [2.3497242946319044, 48.88951449348925]]}";48.8889462983, 2.34971886755
6948;18;NON;BOULEVARD;BARBES;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3497117686897555, 48.888322115350604], [2.3497123949311147, 48.88837811028264]]}";48.8883501128, 2.34971208181
8758;20;NON;BOULEVARD;DAVOUT;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.40926286032222, 48.862382535826924], [2.409248382617725, 48.862471593022356]]}";48.8624270644, 2.40925562147
8759;20;NON;BOULEVARD;DAVOUT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.40924547847232, 48.86237244383865], [2.4092584685938037, 48.8622926691948], [2.4092921432644494, 48.862082010599714], [2.4093014959096717, 48.86198155902676], [2.409549826267287, 48.86066580557583]]}";48.8615181585, 2.40939157143
8765;20;NON;BOULEVARD;DAVOUT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4099051302068872, 48.85876243638746], [2.409904208052778, 48.85876837020408], [2.4098450427583566, 48.85912062803418], [2.4098098812276194, 48.8592639396159], [2.409785772212467, 48.85938660387107], [2.409651754936163, 48.86014481859891], [2.409580104778085, 48.86058805509035]]}";48.8596744347, 2.40973846519
8767;20;NON;BOULEVARD;DAVOUT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4099081608850645, 48.85864282275933], [2.4099488361250043, 48.858392002443026], [2.409983926058833, 48.85810844139056], [2.4100805996678187, 48.857548322764295]]}";48.8580951252, 2.40999148561
8771;20;NON;BOULEVARD;DAVOUT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.410086981175282, 48.85751134841929], [2.4102525321786197, 48.85655212984679], [2.4102950149910987, 48.85644218249503], [2.4103131185140954, 48.8563390173722]]}";48.8569229066, 2.41019177007
8772;20;NON;BOULEVARD;DAVOUT;VOIE 50;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4103131185140954, 48.8563390173722], [2.4103323284713425, 48.856229546639426]]}";48.856284282, 2.41032272349
8773;20;NON;BOULEVARD;DAVOUT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4103262127413996, 48.8563492581989], [2.4103092438906333, 48.856445371379046], [2.410266884756051, 48.85655581051869], [2.4101017653951042, 48.857514152499476]]}";48.8569294181, 2.41020560742
8781;20;NON;BOULEVARD;DAVOUT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.410903264447018, 48.8536211811192], [2.4108992239092797, 48.85363886137547], [2.410817668567073, 48.85367629435976], [2.4107518844781857, 48.85388151424624], [2.4104151165972763, 48.855719959352875], [2.410422280623561, 48.85580387294632]]}";48.854685182, 2.4106098253
8789;20;NON;BOULEVARD;DAVOUT;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4110122792876307, 48.85259928241856], [2.410592396833545, 48.85256595826581]]}";48.8525826203, 2.41080233806
8791;20;NON;BOULEVARD;DAVOUT;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.411210627844337, 48.85125692515538], [2.411189520080305, 48.85136317242854]]}";48.8513100488, 2.41120007396
8799;20;NON;BOULEVARD;DAVOUT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.410592396833545, 48.85256595826581], [2.410523430282008, 48.852976894335384]]}";48.8527714263, 2.41055791356
8820;20;NON;RUE;MARYSE HILSZ;VOIE 50;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4127739921750533, 48.85117126526332], [2.4128272144404215, 48.85201443305476], [2.4125194442297846, 48.85311872409944]]}";48.8521534399, 2.41272732975
8824;20;NON;AVENUE DE LA;PORTE DE BAGNOLET;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4112236008000005, 48.86519414565907], [2.411340465358192, 48.86511109786275], [2.4113545496584146, 48.865096032651614], [2.4113658920603522, 48.86507880830787], [2.411374167758597, 48.86505991807447], [2.411379139767053, 48.86503990289945], [2.411358018626309, 48.8649141456387]]}";48.8650717352, 2.41133230547
